Topic,Count,Name,Representation,Representative_Docs
16,303,16_감사_다음_남편_혜택,"['감사', '다음', '남편', '혜택', '라이브', '이것저것', '안녕', '주변', '여행', '기대']","['왁스 계쏙 순하다 다음 감사 다음 부탁 감사', '라이브 혜택 라이브 혜택 라이브 혜택 라이브 혜택', '감사 주변 감사 향기 감사 하루']"
17,283,17_바이오_컨디셔닝_에센스_항산화,"['바이오', '컨디셔닝', '에센스', '항산화', '클렌저', '세안', '단계', '피부', '컨디션', '성분']","['바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스 제형 촉촉하다 흡수 닦토 바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스', '바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스 가을 겨울 바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스', '바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스 용량 워터 에센스 겨울 퍼스트 에센스 바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스']"
18,245,18_알파인_워터_크림_베리,"['알파인', '워터', '크림', '베리', '프리', '수분', '튜브', '아모레퍼시픽', '자음', '용량']","['프리 워터 알파인 베리 크림 순하다 건성 피부 크림 건조 아침 촉촉하다 프리 프리 알파인 베리 워터 크림 흡수 보습 용량 샘플 느므 프리 예정 프리 알파인 베리 워터 크림', '프리 알파인 베리 워터 크림 수분 크림 튜브 용기 편하다 수분 유지 프리 순하다 알파인 베리 워터 크림', '수분 크림 프리 알파인 베리 워터 크림 정착 수분 크림 프리']"
19,201,19_촉촉하다_순하다_세정_미스트,"['촉촉하다', '순하다', '세정', '미스트', '민감', '건성', '스킨', '발림', '순간', '손등']","['리뉴얼 처음 보통 스킨 토너 순간 에센스 로션 크림 스킨 일반 스킨 다르다 미스트 펌프 보습 편하다', '순하다 촉촉하다 발림', '순하다 촉촉하다 건조']"
20,159,20_로맨틱_오딧세이_스페셜_리파이너,"['로맨틱', '오딧세이', '스페셜', '리파이너', '세트', '스킨', '셋트', '고급', '남성', '세련']","['오딧세이 로맨틱 스페셜 세트 패키지 고급 보습 진정 효과 스킨 에멀전 클렌징 트레블키트 구성 오딧세이 로맨틱 세트 혜택', '오딧세이 로맨틱 스페셜 세트 혜택 보습 진정 효과 패키지 고급 스킨 에멀전 클렌징 트레블키트 구성 오딧세이 로맨틱 세트', '스킨 로션 오딧세이 로맨틱 스킨 리파이너 오딧세이 로맨틱 라인 오딧세이 로맨틱 라인']"
21,153,21_자초_립밤_좁쌀_마스크,"['자초', '립밤', '좁쌀', '마스크', '유자', '어리다', '서리', '자연', '보습', '입술']","['핸드 크림 유자 자초 서리 자초 요즘 날씨 코로나 시국 소독제 세정 건조 자초 꾸덕 제형 흡수 빠르다 보습', '순하다 피부 이용 입술 건조 립밤 촉촉하다 착하다 자초 어리다 자연 다음 서리 태도', '가성비 립밤 자초 내츄럴 필요 자연 보습 겨울 입술']"
22,150,22_향기_향수_거품_디자인,"['향기', '향수', '거품', '디자인', '시트러스', '중성', '아이템', '풍부하다', '트래블', '스타일']","['거품 향기 바디워시 거품 향기 바디워시 거품 향기 바디워시', '향기', '향기']"
23,134,23_조아요_환경_도움_리필,"['조아요', '환경', '도움', '리필', '아들', '딸아이', '신랑', '감사', '동생', '조아']","['환경 리필', '리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움', '리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움']"
24,131,24_뚜껑_커버_쿠션_클렌징,"['뚜껑', '커버', '쿠션', '클렌징', '파우더', '입구', '케이스', '밀착', '모공', '세안']","['용기 패드 크기 집게 뚜껑 뚜껑 불편 모공 관리 도움 토너 잔여 에센스 자체', '수부 피부 자극 트러블 메이크업 롤링 블랙 헤드 효과 뚜껑 개봉 뚜껑 뚜껑 뚜껑 뚜껑 뚜껑 사진 뚜껑 스파츌라 클렌징 튜브 뚜껑 스파츌라 단점 메이크업 추가 세안 밴드', '수부 피부 자극 트러블 메이크업 롤링 블랙 헤드 효과 뚜껑 개봉 뚜껑 뚜껑 뚜껑 뚜껑 뚜껑 사진 뚜껑 스파츌라 클렌징 튜브 뚜껑 스파츌라 단점 메이크업 추가 세안 밴드']"
25,117,25_피부_부피_페어_정돈,"['피부', '부피', '페어', '정돈', '마무리', '베리', '주름', '개선', '덕분', '보송']","['크림 스킨 후기 조화 크림 스킨 워터 크림 보습 순간 흡수 마무리 보송 매트 마무리 건조 피부 쫀쫀 유분 모공 케어 동안 오일 컨트롤 효과 지속 지성 수분 부족 지성 수부지 피부 징크 듀얼 펩타이드 성분 피지 분비 모공 부피 개선 도움 임상 피지 분비 감소 모공 부피 개선 효과 확인 메이크업 밀착 피부 정돈 마무리 덕분 메이크업 밀착 시간 유분 화장 자극 포뮬러 하이포 알러지 피부과 피부 테스트 완료 피부 안심 사용법 세안 화장 얼굴 건조 부위 레이어 미스트 펌프 활용 수분 충전 가능 총평 크림 스킨 보습 유분 컨트롤 동시 여름철 수분 관리 필요 부지 지성 피부 피부 정돈 보송 마무리 메이크업 지속', '크림 스킨 후기 조화 크림 스킨 워터 크림 보습 순간 흡수 마무리 보송 매트 마무리 건조 피부 쫀쫀 유분 모공 케어 동안 오일 컨트롤 효과 지속 지성 수분 부족 지성 수부지 피부 징크 듀얼 펩타이드 성분 피지 분비 모공 부피 개선 도움 임상 피지 분비 감소 모공 부피 개선 효과 확인 메이크업 밀착 피부 정돈 마무리 덕분 메이크업 밀착 시간 유분 화장 자극 포뮬러 하이포 알러지 피부과 피부 테스트 완료 피부 안심 사용법 세안 화장 얼굴 건조 부위 레이어 미스트 펌프 활용 수분 충전 가능 총평 크림 스킨 보습 유분 컨트롤 동시 여름철 수분 관리 필요 부지 지성 피부 피부 정돈 보송 마무리 메이크업 지속', '크림 스킨 후기 조화 크림 스킨 워터 크림 보습 순간 흡수 마무리 보송 매트 마무리 건조 피부 쫀쫀 유분 모공 케어 동안 오일 컨트롤 효과 지속 지성 수분 부족 지성 수부지 피부 징크 듀얼 펩타이드 성분 피지 분비 모공 부피 개선 도움 임상 피지 분비 감소 모공 부피 개선 효과 확인 메이크업 밀착 피부 정돈 마무리 덕분 메이크업 밀착 시간 유분 화장 자극 포뮬러 하이포 알러지 피부과 피부 테스트 완료 피부 안심 사용법 세안 화장 얼굴 건조 부위 레이어 미스트 펌프 활용 수분 충전 가능 총평 크림 스킨 보습 유분 컨트롤 동시 여름철 수분 관리 필요 부지 지성 피부 피부 정돈 보송 마무리 메이크업 지속']"
26,109,26_워시_핸드_버블_해피,"['워시', '핸드', '버블', '해피', '바스', '자극', '비누', '거품', '제로', '퍼센트']","['핸드 워시 용량 거품 스타 자극 버블 핸드 워시 성분 첨가 아이 가족 핸드 워시', '해피 바스 자극 버블 핸드 워시 핸드 워시 중요 자극 보습 도움 청결 유지 핸드 워시', '해피 바스 자극 버블 핸드 워시 가족 핸드 워시 용량 불편 귀찮다 해피 바스 자극 버블 핸드 워시 용량 자극 안심']"
27,108,27_아침_저녁_용기_슬리핑,"['아침', '저녁', '용기', '슬리핑', '후반', '미스트', '세안', '오전', '이용', '화장']","['아침 세안 클렌저 필요 아침 저녁 자극 클렌징 각질 제거제 성분 건조', '저녁 아침 촉촉하다 화장 요즘 건조 날씨 필수품 아침 과하다 아침 저녁 구성 알차다', '기대 아침 저녁 크림 데일리 세안']"
28,108,28_리필_출시_가성비_제품력,"['리필', '출시', '가성비', '제품력', '이용', '환경', '보호', '아모레', '편하다', '애용']","['리필 출시 리필 출시 리필 출시 리필 출시 리필 출시', '리필 리필 환경 보호 리필 리필', '리필 리필 환경 보호 리필 리필']"
29,107,29_샴푸_시원하다_확정_린스,"['샴푸', '시원하다', '확정', '린스', '청량감', '사이트', '라보', '에이치', '소리', '중성']","['샴푸', '샴푸', '샴푸']"
30,101,30_욕실_비누_화장실_가족,"['욕실', '비누', '화장실', '가족', '헬스장', '워시', '주방', '샤워', '스프레이', '용량']","['욕실 안방 거품 용량 용량 가족', '해피 바스 자극 버블 핸드 워시 고체 비누 순하다 자극 주방 욕실 편하다 용량 핸드 워시 유용', '가족 필요 욕실 고체 비누 보관 위생 핸드 워시']"
31,98,31_롤링_클렌징_오일_메이크업,"['롤링', '클렌징', '오일', '메이크업', '세안', '얼굴', '거품', '마사지', '유화', '워터']","['클렌징 오일 롤링 강하다 피부 롤링 오일 롤링 거품 클렌징 오일 잔여 거품 세안 세안 개운하다 렉스 인공', '일반 타입 클렌징 오일 클렌징 오일 타입 클렌징 사이 타입 클렌징 롤링 도포 롤링 아이 페이스 메이크업 대부분 약간 롤링 오일 약간 거품 생성 메이크업 잔여 일반 클렌징 오일 다르다 마무리 기존 클렌징 오일 강하다 세안 클렌징 세안 세정 기본 메이크업 세정 마무리 마무리 크림 베이스 메이크업 추후 의사', '클렌징 오일 클렌징 이중 세안 얼굴 오일 투명 롤링 정상 롤링 거품 세정 순하다 기초 프리']"
32,92,32_패드_모공_부들_수축,"['패드', '모공', '부들', '수축', '모양', '유자', '관련', '어리다', '나비', '달빛']","['패드 실크 패드 피부 패드 처음', '패드 마니아 개봉 패드 패드 얼굴 어리다 패드 모공 고민 부들 패드', '부들 모공 수축 패드 맛있다 패드 냄새 패드']"
33,88,33_여름_계절_샘플_바질,"['여름', '계절', '샘플', '바질', '고체', '젤리', '향수', '사계절', '바디워시', '바디']","['거품 테이크 고체 향수 향기 우드 시브 샴푸 샘플 세정 여름 용량 자체 바질 트리트먼트', '거품 테이크 고체 향수 향기 우드 시브 샴푸 샘플 세정 여름 용량 자체 바질 트리트먼트', '샘플 여름 구입 여름 예정 크림 겨울 괜찮다']"
34,85,34_감사_빠르다_수고_부탁,"['감사', '빠르다', '수고', '부탁', '안녕', '사진', '맛집', '한국', '무료', '아래']","['감사 감사', '감사', '감사']"
35,83,35_퍼펙트_세럼_광채_탄력,"['퍼펙트', '세럼', '광채', '탄력', '주름', '잔주름', '버터', '트리플', '기획', '피부']","['퍼펙트 세럼 구입 리뉴얼 주름 탄력 광채 동시 관리 나이 피부 탄력 예전 라인 세럼 크림 시너지 효과 구입 세럼 타입 크림 버터 제형 피부 유분 심하다 피부 여름철 크림', '퍼펙트 세럼 구입 리뉴얼 주름 탄력 광채 동시 관리 나이 피부 탄력 예전 라인 세럼 크림 시너지 효과 구입 세럼 타입 크림 버터 제형 피부 유분 심하다 피부 여름철 크림', '퍼펙트 세럼 어드밴스드 기획 세트 피부 모공 보습 촉촉하다 흡수 크림 피부 쫀쫀 주름 탄력 광채 관리 의사']"
36,83,36_spf_캡슐_차단_페어,"['spf', '캡슐', '차단', '페어', '자외선', '세라', '감국', '광채', '베이스', '브이']","['프리 페어 세라 캡슐 UV 프로텍터 프라이 기대 이상 피부 밀착 자연 핑크빛 효과 피부 SPF PA 자외선 차단 기능 여름철 안심 메이크업 베이스 밀착 지속 세라마이드 캡슐 함유 피부 장벽 강화 도움 전반 자연 보습 자외선 차단 동시', '테크 기반 피부 장벽 솔루션 브랜드 프리 페어 세라 캡슐 UV 프로텍터 프라이밍 자외선 차단 기능 SPF PA 크림 피부 연출 다음 단계 베이스 메이크업 밀착 지속 효과', '프리 페어 세라 캡슐 UV 프로텍터 프라이밍 크림 피부 표현 화장 크림 가능 편하다 SPF 자외선 차단 효과']"
37,83,37_에디션_라이터_하이_예쁘다,"['에디션', '라이터', '하이', '예쁘다', '벨벳', '쿠션', '컬러', '케이스', '다크', '커버']","['갤럭시 에디션 벨벳 커버 쿠션 빠르다 할인 저렴하다 갤럭시 에디션 쿠션 케이스 고급', '홀리데이 컬렉션 갤럭시 에디션 예쁘다 갤럭시 에디션 스트로 하이 라이터 갤럭시 패키지 예쁘다 하이 라이터 예쁘다 블링블링 광택 블루 투명 케이스 예쁘다', '홀리데이 컬렉션 갤럭시 에디션 예쁘다 갤럭시 에디션 스트로 하이 라이터 갤럭시 패키지 예쁘다 하이 라이터 예쁘다 블링블링 광택 블루 투명 케이스 예쁘다']"
38,82,38_헤어_머리카락_갈색_쿠션,"['헤어', '머리카락', '갈색', '쿠션', '가늘다', '자연', '머리', '최상', '볼륨', '스케일링']","['헤어 쿠션 갈색 머리', '헤어 쿠션 갈색 헤어 라인 자연', '헤어 쿠션 갈색 헤어 라인 자연']"
39,78,39_아토베리어_슈퍼_이탈_에스,"['아토베리어', '슈퍼', '이탈', '에스', '앰플', '히알루론산', '크림', '아토피', '수분', '리치']","['에스 아토베리어 바디 크림 건조 피부 순하다 얼굴 부담', '에스 아토베리어 크림 보습 피부 편안 여타 히아루론 앰플 다르다 흡수 빠르다 감사', '에스 아토베리어 수분 앰플 샘플 피부 자극 부담 세안 아침 저녁']"
40,76,40_차단제_소멸_의사_기프트,"['차단제', '소멸', '의사', '기프트', '샘플', '라보', '핑크', '요즘', '유발', '강화']","['아모레 브랜드 자외선 차단제 시리다 차단제 프리메 자외선 차단제 차단제 역할', '샘플 병원 입원 머리카락 금액 기프트 카드 뷰티 포인트 소멸 임박', '샘플 병원 입원 머리카락 금액 기프트 카드 뷰티 포인트 소멸 임박']"
41,73,41_일자_개인_키트_감사,"['일자', '개인', '키트', '감사', '확신', '취향', '머릿결', '도움', '인테리어', '인텐시브']","['상품명 우드 인텐시브 키트 일자 일자 유통 기한 개인 머릿결 일상 생활 머리 머리 머릿결 이유 자극 기존 바질 개인 우드 개인 취향 확신 헤어 떠돌이 감사 리뷰 도움 도움 감사 편안 하루', '상품명 우드 인텐시브 키트 일자 일자 유통 기한 개인 머릿결 일상 생활 머리 머리 머릿결 이유 자극 기존 바질 개인 우드 개인 취향 확신 헤어 떠돌이 감사 리뷰 도움 도움 감사 편안 하루', '상품명 우드 인텐시브 키트 일자 일자 유통 기한 개인 머릿결 일상 생활 머리 머리 머릿결 이유 자극 기존 바질 개인 우드 개인 취향 확신 헤어 떠돌이 감사 리뷰 도움 도움 감사 편안 하루']"
42,71,42_소프너_세라마이드_금액_어플,"['소프너', '세라마이드', '금액', '어플', '재미', '혜택', '결제', '아모레', '중성', '아모레퍼시픽']","['아모레퍼시픽 각종 혜택 뷰티템 재미 아모레 어플 조아요 아모레퍼시픽 각종 혜택 뷰티템 재미 아모레 어플 조아', '모이스처 세라마이드 스킨 소프너 모이스처 세라마이드 스킨 소프너 스킨 소프너 세라마이드 모이스처 수분 수부 스킨 소프너 모이스처 세라마이드 모이스처 세라마이드 스킨 소프너', '모이스처 세라마이드 스킨 소프너 모이스처 세라마이드 스킨 소프너 스킨 소프너 세라마이드 모이스처 수분 수부 스킨 소프너 모이스처 세라마이드 모이스처 세라마이드 스킨 소프너']"
43,67,43_아부지_마찬가지_바질_테이크,"['아부지', '마찬가지', '바질', '테이크', '향수', '시원하다', '두피', '조아', '거품', '향기']","['용량 테이크 향수 바질 인생', '라인 샴푸 샴푸 마찬가지 두피컨디셔너 초록 기름지다 박준뷰티랩컨디셔너 두피 두피 근지럽고 두피 컨디셔너 모발 부들', '라인 샴푸 샴푸 마찬가지 두피컨디셔너 초록 기름지다 박준뷰티랩컨디셔너 두피 두피 근지럽고 두피 컨디셔너 모발 부들']"
44,64,44_쿠션_블랙_커버_매트,"['쿠션', '블랙', '커버', '매트', '헤드', '표현', '검정', '각질', '건조', '피부색']","['블랙 쿠션 피부 메이크업 장기간 쿠션 색깔 예쁘다 구입 블랙 쿠션', '건성 잡티 커버 블랙 쿠션 이용 쿠션 건성 내부 매쉬 핑크색 쿠션 블랙 쿠션 케이스 호환 여름 블랙 쿠션 겨울 쿠션 정착', '블랙 쿠션 구장 겨울 건조 블랙 쿠션 블랙 쿠션 커버 쿠션 지속 블랙 쿠션 촉촉하다 단점 블랙 쿠션 건성 겨울 쿠션 절기']"
45,63,45_감사_조아요_조아_미니,"['감사', '조아요', '조아', '미니', '빠르다', '라이브', '가격대', '불만', '모레', '똑같다']","['조아요 감사 조아 조아요 감사 조아 조아요 감사 조아 조아요 감사 조아 조아요 감사', '조아요 감사 조아 조아요 감사 조아 조아요 감사 조아 조아요 감사 조아 조아요 감사', '조아요 감사 남편 감사 거지 감사 쓸모 감사 감사 감사']"
46,60,46_유튜브_유튜버_그린_영상,"['유튜브', '유튜버', '그린', '영상', '부스터', '화장', '추출물', '뷰티', '유명', '리얼']","['클렌징 오일 피부 클렌징 유튜브 메이크업 마무리', '원지 유튜브 아모레 판매 유튜브 에센스 썬크림 기초 화장품 발림', '원지 유튜브 아모레 판매 유튜브 에센스 썬크림 기초 화장품 발림']"
47,59,47_슈퍼_이탈_이벤트_아모레퍼시픽,"['슈퍼', '이탈', '이벤트', '아모레퍼시픽', '세트', '적극', '혜택', '가능', '빠르다', '기초']","['슈퍼 이탈 기초 세트 촉촉하다 아모레퍼시픽 빠르다 이벤트 적극', '슈퍼 이탈 기초 세트 촉촉하다 아모레퍼시픽 빠르다 이벤트', '슈퍼 이탈 세트 촉촉하다 아모레퍼시픽 빠르다 이벤트']"
48,58,48_터치_표현_글로시_쿠션,"['터치', '표현', '글로시', '쿠션', '커버', '가능', '파우치', '촉촉하다', '밀착', '잡티']","['쿠션 촉촉하다 커버 글로시 표현 쿠션 리필 편하다 란제리 블러 터치 표현 가능', '쿠션 촉촉하다 커버 글로시 표현 쿠션 리필 편하다 란제리 블러 터치 표현 가능', '쿠션 촉촉하다 커버 글로시 표현 란제리 블러 터치 표현 가능 파우치 편하다']"
49,55,49_그린티_이니스프리_초록색_그린,"['그린티', '이니스프리', '초록색', '그린', '파란색', '라인', '세라마이드', '초록', '라보', '에이치']","['그린티 크림 버터 크림 신상 이니스프리 그린티 라인 유명 리치 촉촉하다 쫀쫀 보습 나이트 케어', '스프 그린티 세라마이드 크림 출시 세라미이드 성분 그린티 크림 튜브 타입 고민 타입 그린티 히아루론 크림 자루', '이니스프리 그린티 세라마이드 크림 순하다 예전 그린티 크림 단종 유목민 나쁘다 겨울 오일']"
50,54,50_기한_유통_에어리_넉넉하다,"['기한', '유통', '에어리', '넉넉하다', '운동', '일자', '베티버', '하이드', '바질', '크기']","['유통 기한 샘플 테스트 괜찮다', '유명 예쁘다 유통 기한', '빠르다 흡수 유통 기한 구입']"
51,53,51_빠르다_안전_중성_유효,"['빠르다', '안전', '중성', '유효', '상자', '칭찬', '향기', '계속', '다음날', '무난하다']","['빠르다', '빠르다', '빠르다']"
52,49,52_성분_조합_조화_제형,"['성분', '조합', '조화', '제형', '크림', '종류', '탄력', '무난하다', '용기', '세럼']","['브랜드 성능 강화 성분 에센스 대비 에센스 특화 성분 조화 메마르다 피부 보습 영양 건성 에센스', '제형 성분 조합 함량 주름 탄력 미백 기능 크림 조합 피부 관리 편하다 에센스 제형 개인 사계절', '제형 성분 조합 함량 주름 탄력 미백 기능 크림 조합 피부 관리 편하다 에센스 제형 개인 사계절']"
53,47,53_여행_구성_체험_전환,"['여행', '구성', '체험', '전환', '키트', '유용', '기분', '여분', '최적', '혜자']","['여행', '여행', '여행']"
54,47,54_블랙_오딧세이_레드_로맨틱,"['블랙', '오딧세이', '레드', '로맨틱', '피그', '진하다', '기능', '개인', '스킨', '오디세이']","['오딧 블랙 촉촉하다 진하다 오딧세이 블랙 오딧 블랙 촉촉하다 진하다 오딧세이 블랙', '오딧세이 블랙 스킨 오딧세이 블랙 스킨 오딧세이 블랙 스킨 오딧세이 블랙 스킨', '오딧세이 블랙 오딧세이 블랙 오딧세이 블랙']"
55,47,55_펌프_펌핑_용기_교체,"['펌프', '펌핑', '용기', '교체', '뚜껑', '미스트', '초록', '튜브', '교환', '유지']","['크림 스킨 기획 세트 세트 뚜껑 펌프 교체 미스트 건조 유지 미스트 펌프 사방 분사 편리', '크림 스킨 기획 세트 세트 뚜껑 펌프 교체 미스트 건조 유지 미스트 펌프 사방 분사 편리', '초반 펌프 리필 몸통 펌프 아래 리필 몸체 케이스 하단 펌프 구조 구조 펌프 입구 내용물 펌프 몸체 높이 펌핑 모서리 색상 표현 커버 모공 각질 부각 눈썹 수염 복숭아 피부 표현 자리 손자국 마무리 뽀송 크림']"
56,43,56_스킨_크림_미스트_우유,"['스킨', '크림', '미스트', '우유', '유명', '지성인', '오리지널', '차이', '기획', '비슷하다']","['크림 스킨 스페셜 기프트 세트 진정 크림 토너 효과 크림 스킨 크림 스킨 쫀쫀 크림 스킨 크림 스킨', '크림 스킨 크림 스킨 예전 크림 스킨 여름 크림 스킨 크림 스킨 수분', '크림 스킨 크림 스킨 예전 크림 스킨 여름 크림 스킨 크림 스킨 수분']"
57,43,57_화장품_재미_아모레퍼시픽_아모레,"['화장품', '재미', '아모레퍼시픽', '아모레', '이벤트', '요즘', '감사', '덕분', '트리트먼트', '쇼핑백']","['화장품', '화장품', '화장품']"
